Episode,Reward,Loss
1,0.16440630386909216,0.03369165710547135
2,0.5024563520158318,0.026256141827220823
3,0.6611843021891786,0.025859527498306816
4,-3.340190926438119,0.03148319128206127
5,0.06509944594499184,0.030476790245569083
6,1.01061480786647,0.030453093497223648
7,-4.460919744646109,0.031056097360535564
8,-4.79580731087158,0.02976946397662169
9,-7.54024249407023,0.024562864183850522
10,-2.325822052971497,0.036338520792307545
11,-6.38260086250107,0.03173576803681223
12,1.045865256411715,0.03064369391870426
13,-3.0578124017603794,0.026209095146967065
14,1.8578674191944993,0.029165292934301822
15,-3.6522573988630933,0.029377459318388963
16,-2.3289477435304202,0.029327390076021174
17,-2.5487257139369524,0.03475664923798306
18,7.355213562605744,0.03139732400517339
19,5.278778800993816,0.03165546624873533
20,-2.61952245750685,0.027512367960732215
21,-3.175374867688831,0.030105066681718466
22,-1.6429596958428438,0.031283793000827925
23,-10.861074486950269,0.030256954758303024
24,5.926186335862192,0.033882566305469174
25,5.423038710827855,0.03042629943337114
26,-2.2438574125103763,0.03334371054672729
27,0.8381625950797325,0.026896337731100648
28,-1.9729909829026628,0.030007346017000582
29,-2.6758463555705503,0.03155331195456082
30,-0.05789646973779672,0.02948323730474882
31,-5.44056370960506,0.029156042913716543
32,1.5789126209755402,0.02976221528379851
33,0.0032315814265636168,0.03150891360284455
34,-3.28616080433948,0.03394854999420955
35,-3.4931047185168467,0.034484432496073254
36,-3.696921394375372,0.03147407076395899
37,-1.888340167963576,0.025573134017788678
38,-3.3123341072955075,0.029689183742142713
39,-0.9519889041997635,0.03141972006969348
40,0.012575117825997184,0.031247854294489542
41,2.0687060570772164,0.02964703288026244
42,-0.07691405554192987,0.03254782895285729
43,9.330504251451632,0.03218534065843827
44,-8.872720299982022,0.029858544621656095
45,7.901519523416924,0.026251248058499044
46,-0.11994203188848984,0.030631958256807704
47,-5.986528587737805,0.03446307229091583
48,-0.5949539065881577,0.027214586516470435
49,2.0698983921009546,0.03150392978242683
50,-1.0873564636053032,0.030274617184709966
51,-3.0238560814006004,0.03249884017211079
52,14.053829129280285,0.030584770916418196
53,-10.38126107665737,0.029738706842050277
54,-3.0683835462383677,0.028861816784576583
55,-2.361295043370807,0.03166467803362476
56,-1.533771834050444,0.030488767461493885
57,-8.068390473466781,0.03280590731876428
58,-5.184884405103943,0.02986628445429828
59,-1.4544682171387695,0.03373412874597703
60,0.4944033915809105,0.03005025153279797
61,-2.7490142965785895,0.02576540759615481
62,4.6657139683946935,0.036150282494639516
63,-4.06315374907918,0.027397879119568223
64,3.269865953918404,0.02970633729165079
65,-4.107079204840436,0.028286895102353504
66,-4.532990611962686,0.029948426027579196
67,0.039321596156330685,0.02216832697596632
68,-4.077628739738748,0.027986169250974264
69,-5.336974296720058,0.025347277244823562
70,-2.6648606838385107,0.0256516055536034
71,-1.2190359958634678,0.030566214089816565
72,-6.699262376424748,0.03668612434717378
73,4.658828389373072,0.029144029926812177
74,2.6290341021759707,0.0294684629054368
75,0.0913941064117757,0.03011967651090469
76,0.40879454095457674,0.02922175305091912
77,-3.721815945197828,0.03265751777251694
78,-7.264334239886091,0.029862213975019626
79,-9.956136821271402,0.028919176047156225
80,-5.633000229533375,0.030531709792980758
81,-2.6426618772457884,0.033339035509326535
82,-10.034697475724434,0.026689119875228918
83,-8.693672230232579,0.02763068314456747
84,-10.345841126971726,0.033730234105487984
85,-3.3438781416181396,0.03124022986397282
86,5.064192908160078,0.026778694036252302
87,-4.022916792672869,0.03598517277585551
88,-2.9234888096357134,0.029923526944998266
89,-2.3682938789027452,0.030489475866847117
90,3.2072311905211914,0.031396440148482904
91,-3.718455800405284,0.027484146116069443
92,14.225457953512912,0.030227494030351514
93,-2.0080091793933073,0.025277974714188176
94,5.629724592285873,0.028425728408524427
95,-8.970451053486583,0.03508833209604672
96,-2.469951970539748,0.026855319381532135
97,-0.4897269047801731,0.025380353493649168
98,4.444418094159516,0.02829798660542711
99,-2.4412391126144444,0.03152344043984264
100,1.5365322195461624,0.032590998935169896
101,-8.271097791205403,0.029676161858725944
102,5.065080830379651,0.03009108435067683
103,3.9684815342999085,0.029715828308869683
104,-5.119494820438813,0.02542290329886194
105,-0.13882300085192512,0.032710159001238914
106,-4.304300946682536,0.02996338592445251
107,-0.4915901691209328,0.03271846726951196
