Episode,Reward,Loss
1,5.14741225124662,0.031318465933825174
2,0.48015425590703664,0.03295006447584233
3,2.684851114815017,0.029810549343929845
4,-0.6397661182748834,0.036205967780044715
5,-6.694482100889832,0.03193459771903869
6,-2.9788043322161695,0.03673201269154336
7,-2.8847563064685855,0.03250883553158818
8,-2.6793336493916344,0.029538045594771287
9,-6.613525044339084,0.026217188962551752
10,-6.578444260032743,0.026688053564665883
11,0.6129323068149124,0.02610587001499216
12,-0.8109831167332948,0.029734470594957964
13,-0.910671959589791,0.029351341246934188
14,4.723778079101714,0.0271767936888171
15,-0.9604672153167715,0.027813790207206535
16,1.6070859217463185,0.03382639935788739
17,-6.526353590988437,0.03035921802588073
18,-2.124156328388723,0.030649683193773113
19,-5.849093195253801,0.03018835547695796
20,5.384749896445422,0.028514094581127747
21,-2.671671496478816,0.029136091669564716
22,6.106526381580766,0.029842964462612927
23,12.360296560353799,0.03282531486453541
24,-3.517249791890636,0.02586864519854157
25,8.106671520270977,0.030980307806603668
26,1.600020222625576,0.02567647579498083
27,-1.7599321861348995,0.02860219594729297
28,5.2957694644469715,0.031618427249130276
29,7.750739000659502,0.03076556471565085
30,-4.591942156642393,0.03161863741737332
31,-0.4102538661165329,0.026859599454859356
32,-3.4920537394477122,0.02916734098615337
33,-1.2075883132075962,0.029472350712912414
34,2.7969370993621556,0.03096888717957531
35,1.6467928264871132,0.03246319092291757
36,-0.8033815290125874,0.026958859578766026
37,2.030152411599224,0.028118322979968528
38,-4.385991455656291,0.032862116251034364
39,-4.730670959106963,0.03291477584009898
40,-5.290265169639977,0.027591295285037024
41,2.3156448719288543,0.029605210413941457
42,1.705178356028065,0.026144286082228654
43,0.398481157320438,0.031857704307255263
44,6.872721896490177,0.026922135077587166
45,-1.6651470865044242,0.028981462744924514
46,5.194177382481445,0.026632344551001243
47,3.6295505816746934,0.03229359940289918
48,1.0187461927654982,0.032072512874219035
49,-5.498903297508262,0.02625029074962418
50,-0.6614574240223521,0.030633415900997607
51,-3.7668088390834233,0.026912708360196172
52,-4.424972858411425,0.03019951646394859
53,-4.664575828041364,0.027332106570697054
54,-4.2811828688345095,0.03460356895115598
55,-2.6129116618794073,0.021776969009961553
56,-7.499750311413802,0.035201634723269225
57,4.4714288089291685,0.032293459561016286
58,11.637549876759943,0.03277318932486377
59,4.1151835207679115,0.027668763802965922
60,-2.386802128574745,0.03052684406409626
61,0.6691641005307414,0.026843740645594232
62,6.366264337119665,0.030427013748304355
63,-4.278574819455509,0.02853926317112732
64,-2.78029452559704,0.027513771712897275
65,1.5222728770270175,0.0286834916053031
66,-4.735406367332901,0.029156802513622536
67,-0.47455877438653127,0.022485570318805038
68,0.3596073316502735,0.02947984829775308
69,-0.5619653458681215,0.02884048240030296
70,1.185087427135075,0.024999747690359713
71,-8.687830524037492,0.0383907986764305
72,5.73045582378962,0.031617271587256274
73,-2.122131059155388,0.030445276156201184
74,-3.4512963255640043,0.03380257589730183
75,-4.962329843221956,0.02825416176207739
76,12.154541104839549,0.029730029977336397
77,-7.1514822652813015,0.027955209447165192
78,-5.593834598750586,0.026720278387350284
79,-2.330102818433965,0.031395177649176216
80,-2.3480099633719362,0.027708064731951535
81,-6.992604416581223,0.027529810253629387
82,-1.3760674074164725,0.027488176801698322
83,-3.822173974932685,0.03546584412932327
84,-3.615168544145858,0.034307887282844216
85,-3.5467024941711225,0.026451746750239955
86,1.1785977360774897,0.02991781002740967
87,1.874225256066066,0.030605652917856458
88,0.3221799771727809,0.026491383298689903
89,7.343624771206285,0.031164114746049017
90,0.056795117957350594,0.026311466303627122
91,3.2224794323785395,0.0300048402958038
92,-4.16732352867916,0.03154737344648652
93,6.060172507478091,0.02982795699810564
94,-5.536542546145062,0.03028979461378713
95,6.827715471211518,0.030532929580562463
96,-5.098003728302683,0.030869944654533632
97,0.6851747906203578,0.02697734542019335
98,3.8508184601367605,0.03125270502152069
99,-4.4707210541563,0.03156931833097741
100,-2.570146048989569,0.03365931496667059
101,0.7047930349004261,0.030467626561944176
102,7.0425061547604795,0.02972198957990922
103,-0.32119065636420374,0.028356319220753615
104,-2.674638767849146,0.025139408259031437
105,1.7675929501451626,0.03351982172371107
106,-3.8889851200687766,0.032652514276872484
107,-1.031268505281225,0.02568709093747723
108,12.591523955467967,0.03093913185821425
109,4.72533179361513,0.029206105201030747
110,-2.6017528235343326,0.030774905562463303
111,-3.0823354494072337,0.022233220618273264
112,-3.0677249341531967,0.030241490188148458
113,7.706664392876748,0.030775840759023728
114,-1.3476303105958523,0.03349396184263796
115,-0.49315904122712917,0.028862991581293247
116,6.336531431855121,0.032445511796096574
117,-4.089629480777625,0.026036782839590378
118,-2.2775741211372282,0.03222710829274989
119,-3.396287133507059,0.027372176011469396
120,-9.748871989997362,0.027868511055536227
121,-4.299854197807198,0.027727598182964063
122,4.78922114942234,0.031002484026720182
123,-0.14634310167204512,0.03101978281012758
124,-0.49735735706055806,0.03212986232646167
125,-9.691348678925344,0.03484095814122363
126,4.88398286339704,0.033133619212381164
127,-2.622840344140916,0.027844548336514743
128,-1.8616582012959877,0.026716945127369662
129,1.7544464416897996,0.031646053309536695
130,5.685056436019426,0.029093524541404975
131,-5.656455110827909,0.029549644885449065
